Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.31979,..,..,..,..,..,..,..,..,..,39,..,..,..,..,..,..,..,..,..,44.2,..,46.9546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,..,..,..,..,..,..,..,..,..,9.6,..,..,..,..,..,..,..,..,..,26.6,..,26.6,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.579184,..,..,..,..,..,..,..,..,..,11.3017,..,..,..,..,..,..,..,..,..,14.5,..,17.2546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,1.4,..,1.2,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.579184,..,..,..,..,..,..,..,..,..,11.3017,..,..,..,..,..,..,..,..,..,14.5,..,17.2546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,37.1,..,..,..,..,..,..,..,..,..,64.1,..,66.8546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,0.7,..,3.4546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.360113,..,..,..,..,..,..,..,..,..,10.28065,..,..,..,..,..,..,..,..,..,15,..,17.7546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.06011,..,..,..,..,..,..,..,..,..,16.98066,..,..,..,..,..,..,..,..,..,21.7,..,24.4546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,..,..,..,3.7,..,3.6,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..,..,..,..,..,6.1,..,8.8546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..,..,..,..,..,5.3,..,8.054601,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,2.9,..,..,..,..,..,..,..,..,..,3,..,5.7546,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,..,..,..,..,..,..,..,8.3,..,..,..,..,..,..,..,..,..,13.3,..,16.0546,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.7936786560414,..,..,..,..,..,..,..,..,..,62.7712903423357,..,..,..,..,..,..,..,..,..,55.346691447267,..,83,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.537835376758,..,..,..,..,..,..,..,..,..,57.4134948999557,..,..,..,..,..,..,..,..,..,52.3338831397713,..,68,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.1159991565116,..,..,..,..,..,..,..,..,..,40.7646619541893,..,..,..,..,..,..,..,..,..,43.2279925217705,..,71.0487552726043,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.5310532030402,..,..,..,..,..,..,..,..,..,37.7476350594037,..,..,..,..,..,..,..,..,..,46.9838235867067,..,48.5,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0999999999999999,..,..,..,..,..,..,..,..,..,37.2812757700703,..,..,..,..,..,..,..,..,..,41.4059387333208,..,58.5,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,82.8258257696266,..,..,..,..,..,..,..,..,..,81.1969660213802,..,84.3515950713407,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.888945205134,..,..,..,..,..,..,..,..,..,88.3503628562646,..,..,..,..,..,..,..,..,..,81.9453331262618,..,87.5,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.97508486082824,..,..,..,..,..,..,..,..,..,14.7811392438694,..,..,..,..,..,..,..,..,..,15.9536822054622,..,14.8769698798665,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,10.3164019689793,..,..,..,..,..,..,..,..,..,15.0200883205299,..,18.316600921713,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.5910858208045,..,..,..,..,..,..,..,..,..,76.3034188034188,..,..,..,..,..,..,..,..,..,76.4800143010368,..,85.1,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,"Congo, Dem. Rep.",ZAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5840139855099,..,..,..,..,..,..,..,..,..,20.2106712623281,..,..,..,..,..,..,..,..,..,39.1727992409642,..,36.3176041440301,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.9005909053089,..,..,..,..,..,..,..,..,..,30.0483942414175,..,..,..,..,..,..,..,..,..,53.2131692580232,..,58.9,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.6489134578727,..,..,..,..,..,..,..,..,..,88.8742219976574,..,..,..,..,..,..,..,..,..,80.3174436774334,..,88.1,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,93.1,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.5406940812931,..,..,..,..,..,..,..,..,..,83.8520659474863,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.0154446577383,..,..,..,..,..,..,..,..,..,84.5010186248564,..,..,..,..,..,..,..,..,..,89.3543046203313,..,98.1,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2075765170182,..,..,..,..,..,..,..,..,..,51.1782875870545,..,..,..,..,..,..,..,..,..,37.1968088110703,..,41.0148426818967,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.5063801761752,..,..,..,..,..,..,..,..,..,75.7300495973063,..,..,..,..,..,..,..,..,..,81.7419310748804,..,84.9514941676248,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.5826232783844,..,..,..,..,..,..,..,..,..,49.5288817973761,..,..,..,..,..,..,..,..,..,52.5597803706246,..,74.2,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.1814664437545,..,..,..,..,..,..,..,..,..,55.576895234265,..,..,..,..,..,..,..,..,..,71.3132705443129,..,58.2,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.1185508699076,..,..,..,..,..,..,..,..,..,14.293638176447,..,..,..,..,..,..,..,..,..,43.1581852720974,..,46.9310352363073,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,0.625974825742708,..,..,..,..,..,..,..,..,..,7.48521997447752,..,18.9088069982673,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.8768310277518,..,..,..,..,..,..,..,..,..,24.2911249585192,..,..,..,..,..,..,..,..,..,24.7460695270905,..,60.7,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.2660899653979,..,..,..,..,..,..,..,..,..,27.009582477755,..,..,..,..,..,..,..,..,..,36.9555748568487,..,37.1,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.2866049223909,..,..,..,..,..,..,..,..,..,53.8418548329653,..,..,..,..,..,..,..,..,..,42.2932695393413,..,50.4106214701882,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.6320511204658,..,..,..,..,..,..,..,..,..,35.1490159793943,..,..,..,..,..,..,..,..,..,41.8619451855445,..,46.0104113285935,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.5793688838269,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.142377701934,..,..,..,..,..,..,..,..,..,24.1566361949275,..,..,..,..,..,..,..,..,..,44.6614316170295,..,54.5,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.4719120624819,..,..,..,..,..,..,..,..,..,85.1735582120904,..,..,..,..,..,..,..,..,..,91.5474853244487,..,94.1133053974312,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.2421655387819,..,..,..,..,..,..,..,..,..,40.3581613740269,..,..,..,..,..,..,..,..,..,45.7779291553134,..,61.8,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.5035834357463,..,..,..,..,..,..,..,..,..,68.0407286722864,..,..,..,..,..,..,..,..,..,61.6341482826881,..,83.6,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.7348596750369,..,..,..,..,..,..,..,..,..,39.3838803369155,..,..,..,..,..,..,..,..,..,40.1509835194046,..,61.5,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.612197441349,..,..,..,..,..,..,..,..,..,65.0182689427972,..,..,..,..,..,..,..,..,..,64.6878363554236,..,68.2900739739187,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.3825192802056,..,..,..,..,..,..,..,..,..,77.0185153054901,..,..,..,..,..,..,..,..,..,97.3658809050459,..,87.8,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,100,..,100,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1006781302979,..,..,..,..,..,..,..,..,..,23.7018812627348,..,..,..,..,..,..,..,..,..,28.9234077579998,..,46.5,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.3766956326118,..,..,..,..,..,..,..,..,..,55.2382957830782,..,..,..,..,..,..,..,..,..,53.6536378020328,..,57.6747501209534,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1032534542729,..,..,..,..,..,..,..,..,..,88.0746708618235,..,..,..,..,..,..,..,..,..,94.3212978910083,..,96.5616522536408,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,5.17978497032142,..,12.2651357824725,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.1778235907026,..,..,..,..,..,..,..,..,..,56.9807577088783,..,..,..,..,..,..,..,..,..,57.3165276266473,..,62.1078695895762,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.8376113095862,..,..,..,..,..,..,..,..,..,81.8061304479194,..,..,..,..,..,..,..,..,..,85.0327078251079,..,100,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.4251853420886,..,..,..,..,..,..,..,..,..,33.5257205612085,..,..,..,..,..,..,..,..,..,45.9390501921687,..,46.4,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.7287033474413,..,..,..,..,..,..,..,..,..,46.6762937976722,..,..,..,..,..,..,..,..,..,64.1822209788719,..,67.5659057847249,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.3512098230408,..,..,..,..,..,..,..,..,..,53.7160072835623,..,..,..,..,..,..,..,..,..,66.6537405990236,..,71.2293404046124,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.6923566878981,..,..,..,..,..,..,..,..,..,44.5642721682662,..,..,..,..,..,..,..,..,..,43.025823111685,..,46.9302831374624,..,..,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.6076721401959,..,..,..,..,..,..,..,..,..,85.0225546537117,..,..,..,..,..,..,..,..,..,75.193522161028,..,78.4611748956629,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6684491978.60963,6684491978.60963,6684491978.60963,6684491978.60963,10026737967.9144,10027408249.2145,14519495447.5332,10341398740.4707,10112148361.6315,10420902293.5394,4967585281.89541,7526963963.96396,7649716157.20524,6445427698.57434,6152936539.21955,9129634978.33773,8936063723.20121,12497346669.6684,14188949190.618,19640848728.8937,28233712830.9035,41789478661.3096,60448921272.2326,84178032716.0971,75492384801.3695,82470913120.7314,104115923082.737,115398371427.673,124912063308.202,126775134686.437,102643104696.208,..
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,226195578.067006,235668220.872225,236434954.341059,253927697.573028,269819005.7911,289908680.180677,302925235.69743,306221953.364724,326323105.58513,330748244.092696,333627713.462036,335073027.92408,410331856.237969,504376074.065261,554654861.53714,676870139.263848,698408261.141673,750049780.163916,928843468.468714,1186231018.35731,1405251843.78221,1291120190.56764,1267778671.52033,1095348199.36832,1051134009.29975,1045712789.8201,1336102026.99646,1562412225.8134,1620246084.77733,1502294413.87362,1959965330.47596,1986437859.90346,1695315305.70308,2274557914.07481,1598075932.35432,2169627250.93379,2361116587.86079,2268301537.65128,2455092582.30927,2689787917.50711,2569186642.86999,2680213931.46472,3054571081.6912,3905366187.87017,4521424807.22519,4803702821.08055,5142380779.44103,5969535131.58016,7132787396.66547,7097198711.61023,6970240895.49888,7814081155.64988,8117100933.52537,9110800744.87896,9575356734.7269,8476125180.59445,..
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,30411418.6788295,32902592.8362861,35644931.942153,38091832.9893847,41616368.3159934,45788670.6930146,51465624.4090769,58642385.2376744,66248426.9941409,77361532.9935123,96243298.1393835,126954476.930714,165253183.617311,244124115.653176,306044205.922121,355168715.375176,372025093.434102,451624959.61005,590407375.160033,819870595.111537,1060889705.11871,1073812403.80662,1014945860.82549,1172230575.57996,1240821849.27576,1114783538.17406,1392602040.14794,1965227085.13155,2644554881.84186,3083822367.10683,3790636664.02546,3942792837.35655,4146513722.33019,4160086253.1468,4259330999.03151,4730611067.02258,4847752842.78924,5020214747.45261,4790458837.17078,5484257417.17845,5788329609.15755,5489608299.66445,5438857106.73536,7511582173.37724,8957467706.5354,9931134940.51346,10126940513.3125,10939053365.4786,10945070441.9283,10267128733.351,12786662034.8563,15682931970.4016,14686249032.0379,14814801573.1141,15880195735.2892,14390863395.3171,..
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,330442815.284328,350247234.801719,379567099.735017,394040667.595114,410321644.832548,422916789.389847,433889767.020677,450753923.930489,460442689.828422,478298644.747585,458404268.71745,482411179.672461,578595520.928003,674773569.716408,751133431.579496,939972701.96644,976547186.963356,1131224880.18434,1475583643.40628,1748480618.36735,1928719884.42114,1775842336.50916,1754450097.84433,1600278605.15123,1459880132.84934,1552493197.28083,2036303360.30075,2369834946.56655,2616040480.57952,2615587729.97265,3101300779.08364,3135045684.1006,2240264711.54816,2332018010.55341,1895290964.80829,2379518099.2266,2586550747.09844,2447669403.89018,2804902723.73145,3014665728.76264,2632700362.73684,2812845513.57125,3205592289.79773,4205691222.11396,4838551099.70985,5462709498.45119,5844669845.53733,6771277870.96412,8369637065.40255,8369175126.25316,8979966766.07232,10724061338.5874,11166061507.8024,12114166020.7244,12549126616.147,11099473096.8345,..
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,195999990,202999992,213500006,232749998,260750008,158994962.962963,165444571.428571,178297142.857143,183200000,190205714.285714,242732571.428571,252842285.714286,246804571.428571,304339839.552146,345263492.063492,420986666.666667,448412753.623188,547535555.555556,610225555.555556,782496666.666667,919726666.666667,969046666.666667,1013222222.22222,1082926304.46477,987143931.166987,1149979285.77347,1201725497.06578,1131466494.01101,1082403219.48787,1113924130.41149,1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117257279.46188,1273180597.02711,1356078278.18821,1611634331.64869,1739781488.7457,2026864469.36388,2355652125.85184,2472384906.99794,2714505634.52629,3093647226.8107,3085184836.89126,..
